Name,URL,Price
2005 TOYOTA ALPHARD 2.4 AX 8 SEATER (A) BEST DEAL,https://www.motortrader.com.my/usedcar/19063000281/2005-toyota-alphard-2-4-ax-8-seater-a-best-deal/index.html,"VOC RM 52,800"
2011 MERCEDES-BENZ E-CLASS E200 CGI ELEGANCE,https://www.motortrader.com.my/usedcar/19011800013/2011-mercedes-benz-e-class-e200-cgi-elegance/index.html,"85,800"
2013 BMW 5 SERIES 528I M-SPORTS,https://www.motortrader.com.my/usedcar/18101200129/2013-bmw-5-series-528i-m-sports/index.html,"139,800"
2016 MERCEDES-BENZ C-CLASS C200 28K KM Full Service Under Warranty 2020,https://www.motortrader.com.my/usedcar/19071100122/2016-mercedes-benz-c-class-c200-28k-km-full-service-under-warranty-2020/index.html,"VOC RM 175,000 175,800"
2013 HONDA CIVIC 2.0S (A) FB MODULO P/START 1 OWNER,https://www.motortrader.com.my/usedcar/19071600078/2013-honda-civic-2-0s-a-fb-modulo-p-start-1-owner/index.html,"VOC RM 62,500"
2010 HONDA CITY 1.5 I-VTEC MODULO (A) 1 OWNER [SELL BELOW MARKET],https://www.motortrader.com.my/usedcar/19071600077/2010-honda-city-1-5-i-vtec-modulo-a-1-owner-sell-below-market/index.html,"VOC RM 29,900"
2011 TOYOTA VIOS 1.5 (AT) NEW FACE LIFT TRD KIT 1 DIRECT OWNER,https://www.motortrader.com.my/usedcar/19070400096/2011-toyota-vios-1-5-at-new-face-lift-trd-kit-1-direct-owner/index.html,"VOC RM 33,500"
2015 TOYOTA VIOS 1.5G (AT) ENHANCED SMART/PUSHSTART/BLACK LEATHER,https://www.motortrader.com.my/usedcar/19062500081/2015-toyota-vios-1-5g-at-enhanced-smart-pushstart-black-leather/index.html,"54,500"
"2016 MERCEDES-BENZ E-CLASS E250 CGI (A) AVANTGARDE MODEL, REG 2017, ONE DIRECTOR OWNER, FULL SERVICE RECORD, LOW MILEAGE DONE 28K KM, UNDER WARRANTY UNTIL MARCH 2021",https://www.motortrader.com.my/usedcar/19052200108/2016-mercedes-benz-e-class-e250-cgi-a-avantgarde-model-reg-2017-one-director-owner-full-service-record-low-mileage-done-28k-km-under-warranty-until-march-2021/index.html,"VOC RM 249,000 249,800"
2008 VOLKSWAGEN GOLF GTI 2.0 (A) MK5 TURBO 1 OWNER,https://www.motortrader.com.my/usedcar/18100100030/2008-volkswagen-golf-gti-2-0-a-mk5-turbo-1-owner/index.html,"VOC RM 38,900"
